Protein_A,Protein_B,label
Q13247,Q4VXU2,0
Q7Z2W4,Q9H9Z2,1
Q05519,Q9Y2T7,0
Q7Z2W4,Q96K80,1
P84103,Q8WXF0,1
Q6ZN04,Q86V81,0
P52597,Q96PK6,0
P09012,Q9NQZ3,0
P48200,Q86V81,1
O95218,Q9NXG2,0
Q8N2M8,Q969L4,0
Q08170,Q9Y2T7,1
Q08170,Q16629,0
P08621,P09012,1
Q01130,Q9BRL6,0
Q8N5P1,Q9Y2T7,1
Q07955,Q8N5P1,1
Q13243,Q96K80,1
Q9H9Z2,Q9NXG2,1
Q07955,Q9BYG3,1
Q01130,Q9BWF3,0
Q13247,Q86U42,0
O75494,Q12872,0
P84103,Q08170,1
Q05519,Q9NR90,0
P48200,Q9BYG3,0
Q9BYG3,Q9Y2T7,1
Q8WU68,Q92879,0
P04406,Q9H0L4,0
Q9BYG3,Q9Y2T7,1
Q15397,Q96K80,1
Q13247,Q14151,0
O60812,Q96K80,1
Q8WXF0,Q9H9Z2,1
Q5SZQ8,Q8IWZ8,0
Q08170,Q96K80,1
Q8N6W0,Q9H0L4,0
Q9H9Z2,Q9NXG2,1
O15504,O43251,0
Q07955,Q8N5P1,1
O15047,Q96PK6,0
Q15397,Q96K80,1
Q15397,Q7Z2W4,1
Q86U42,Q8N5P1,0
Q7Z2W4,Q9H9Z2,1
Q16600,Q9NQZ3,0
Q05519,Q08170,1
P79522,Q8N5P1,1
Q15365,Q8WU68,0
P48200,Q86V81,1
Q08170,Q13243,1
O14979,Q9BTD8,0
Q13243,Q9H9Z2,1
Q05519,Q08170,1
O75152,P84103,1
P84103,Q08170,1
Q16600,Q9GZT3,0
O60812,O75152,1
P10155,P84103,1
Q05519,Q13242,1
P84103,Q15397,1
Q07955,Q13243,1
O60812,O75152,1
Q86SG3,Q8NDT2,0
Q07955,Q9NR90,0
P26368,Q4VXU2,0
Q05519,Q9BZC1,0
O14979,Q86TM3,0
O60812,P57052,0
Q86SG3,Q8WVV9,0
P98179,Q8N5P1,0
P09012,Q4VXU2,0
Q7Z2W4,Q9H9Z2,1
Q460N5,Q92879,0
P26651,Q9UPT8,0
O14979,Q9NWB1,0
Q14151,Q9UPT8,0
P08621,P09012,1
O43251,Q99973,0
Q96J87,Q9H0J9,0
P79522,Q7Z2W4,1
Q08170,Q9Y2T7,1
Q9H9Z2,Q9NXG2,1
Q01130,Q13242,0
Q07955,Q7Z2W4,1
Q8WU68,Q9NQZ3,0
Q86U42,Q9H9Z2,0
P79522,Q6ZN04,0
Q15397,Q7Z2W4,1
P84103,Q8WXA9,0
P84103,Q08170,1
Q05519,Q13242,1
Q15397,Q96K80,1
Q460N5,Q96J87,0
Q9BZC1,Q9Y4F3,0
Q15397,Q7Z2W4,1
Q9BYG3,Q9Y2T7,1
Q07955,Q8N5P1,1
Q8N5P1,Q9H9Z2,1
O95104,Q14493,0
O14979,Q9Y4F3,0
Q08170,Q9Y2T7,1
O95218,Q13243,0
P48200,Q86V81,1
Q8N5P1,Q9H9Z2,1
Q15397,Q7Z2W4,1
Q6ZN04,Q9BZC1,0
Q14493,Q9Y2T7,0
Q07955,Q96J87,0
Q07955,Q7Z2W4,1
Q13243,Q15397,1
Q96K80,Q9NR90,0
P79522,Q8N5P1,1
P84103,Q08170,1
P26368,Q8NDT2,0
Q07955,Q15397,1
Q15397,Q96K80,1
P84103,Q08170,1
P79522,Q7Z2W4,1
Q96QC0,Q9H9Z2,0
Q08170,Q14151,0
P26368,Q01130,0
Q8WXF0,Q9H9Z2,1
P41214,Q9BX46,0
O60812,Q96K80,1
P10155,P60484,0
Q15397,Q9BYG3,1
Q8WXF0,Q9H9Z2,1
P10155,Q08170,0
Q13243,Q7Z2W4,1
P08621,P63162,1
Q07955,Q13243,1
Q08170,Q13243,1
Q7Z2W4,Q9BYG3,1
Q8N5P1,Q9H9Z2,1
O95218,Q96K80,0
P10155,P84103,1
Q08170,Q8WXF0,1
Q15397,Q96K80,1
P10155,Q9UPS6,0
Q13247,Q9BZC1,0
Q07955,Q13243,1
Q7Z2T5,Q86V81,0
O15042,Q96J87,0
O75152,Q16629,0
Q92945,Q9NWB1,0
Q08170,Q9Y2T7,1
P08621,P63162,1
Q13243,Q9BYG3,1
Q96K80,Q9BZC1,0
O75494,Q16629,0
P08621,Q8WXF0,1
Q07955,Q9BYG3,1
P21399,Q9NQZ3,0
Q12872,Q460N5,0
Q96K80,Q9BYG3,1
P41214,Q13243,0
O60812,O75152,1
P08621,P63162,1
P79522,Q86U42,0
O75152,P84103,1
Q9BYG3,Q9Y2T7,1
Q07955,Q13243,1
Q13242,Q9NQZ3,0
Q86V81,Q96J87,0
O75152,P84103,1
Q14493,Q9NQZ3,0
Q8N5P1,Q9H9Z2,1
Q08170,Q8WXF0,1
Q07955,Q9H9Z2,0
Q86SG3,Q9UNW9,0
P48200,Q86V81,1
Q05519,Q08170,1
Q12872,Q96J87,0
P79522,Q7Z2W4,1
Q15397,Q96K80,1
P79522,Q8N5P1,1
Q460N5,Q9BZC1,0
O14979,Q8N2M8,0
O15504,Q07955,0
Q15397,Q8N5P1,0
Q13243,Q15397,1
Q9GZT3,Q9Y2T7,0
Q86TM3,Q96PK6,0
Q96PK6,Q9H361,0
Q8N5P1,Q9Y2T7,1
P08621,Q8WXF0,1
P09012,P63162,1
Q86SG3,Q8IWZ8,0
Q8WXF0,Q9H9Z2,1
Q8N5P1,Q9NXG2,1
P79522,Q7Z2W4,1
O75494,O95104,0
Q8WU68,Q92945,0
P08621,P63162,1
Q8IWZ8,Q969L4,0
P57052,Q8NDT2,0
P63162,Q4VXU2,0
P79522,Q8N5P1,1
P09012,Q7Z2T5,0
Q15397,Q7Z2W4,1
Q96PK6,Q9BRL6,0
Q13243,Q96K80,1
O95758,Q15397,0
Q9Y2T7,Q9Y4F3,0
Q13117,Q8WVV9,0
O95319,Q8IX01,0
O60812,Q96K80,1
P48200,Q86V81,1
Q86U42,Q8WU68,0
Q8N5P1,Q9NXG2,1
Q7Z2W4,Q9BYG3,1
Q460N5,Q969L4,0
P08621,Q8WXF0,1
P57052,Q8N5P1,0
P63162,Q9UPT8,0
Q9UNW9,Q9UPT8,0
Q13247,Q15397,0
P21399,Q14151,0
O14979,Q4VXU2,0
O75152,Q14151,1
Q9H9Z2,Q9NXG2,1
Q15397,Q9H9Z2,1
O75494,Q8NDT2,0
O60812,Q8IWZ8,0
Q8WXA9,Q9Y4F3,0
Q13247,Q86TM3,0
Q8WXF0,Q9H9Z2,1
O75494,O95758,0
Q13243,Q15397,1
Q13243,Q9H9Z2,1
Q9H9Z2,Q9UPS6,0
Q15397,Q9NWB1,0
P0DJD3,Q96PK6,0
P79522,Q8WXA9,0
Q13242,Q86U06,0
Q7Z2W4,Q9BYG3,1
P84103,Q14151,0
Q08170,Q96K80,1
Q05519,Q08170,1
Q8N5P1,Q9Y2T7,1
O95319,P63162,0
O60812,O75152,1
P04406,Q9H0J9,0
Q15397,Q96K80,1
Q8WXF0,Q9H9Z2,1
Q8N5P1,Q9NXG2,1
O15042,Q9BRA0,0
Q96K80,Q9BYG3,1
Q08170,Q13243,1
Q15397,Q9BWF3,1
P84103,Q15397,1
Q08170,Q96K80,1
Q07955,Q9BYG3,1
P09651,Q7Z2T5,0
Q8IWZ8,Q9UNW9,0
P84103,Q99973,0
O14979,O15047,0
Q15397,Q96K80,1
P84103,Q8IX01,0
O95758,P0DJD3,0
Q15365,Q86U42,0
Q86U06,Q8WXA9,0
Q07955,Q13243,1
O43251,P09651,0
Q96K80,Q9BYG3,1
Q15397,Q9BWF3,1
Q8N5P1,Q9BRL6,0
Q7Z2W4,Q9H9Z2,1
Q8WVV9,Q9Y2T7,0
Q15397,Q7Z2W4,1
Q05519,Q13117,0
Q7Z2W4,Q96K80,1
Q8WXF0,Q9H9Z2,1
Q8N5P1,Q9H9Z2,1
Q9H9Z2,Q9NXG2,1
Q9H9Z2,Q9NXG2,1
P84103,Q8WXF0,1
Q13243,Q9UPS6,0
O15042,Q9BZC1,0
Q08170,Q8N6W0,0
Q13064,Q86U06,0
O15541,Q13242,0
Q07955,Q9NQS3,0
Q99973,Q9H9Z2,0
P79522,Q7Z2W4,1
Q13243,Q7Z2W4,1
Q13243,Q9BYG3,1
P52597,Q969L4,0
Q08170,Q9Y2T7,1
Q86U42,Q8IWZ8,0
Q07955,Q9BYG3,1
P08621,P63162,1
Q13243,Q15397,1
Q9BYG3,Q9H9Z2,1
Q9BYG3,Q9Y2T7,1
O60812,O75152,1
P26368,Q86TM3,0
P48200,Q86V81,1
O15541,Q9NR90,0
Q16629,Q7Z2T5,0
Q15397,Q9BWF3,1
Q9NWB1,Q9UPT8,0
P21399,Q9H361,0
Q15397,Q9H9Z2,1
Q07955,Q13243,1
Q9BYG3,Q9H9Z2,1
P0DJD3,Q8N2M8,0
O75494,Q9H361,0
O14979,Q15365,0
Q13243,Q9BYG3,1
Q4VXU2,Q9H9Z2,0
Q15397,Q7Z2W4,1
P08621,P09012,1
Q9NR90,Q9NWB1,0
P84103,Q08170,1
Q7Z2W4,Q9BX46,0
P48200,P52597,0
Q14493,Q8WU68,0
Q9BWF3,Q9H9Z2,0
Q15397,Q9H9Z2,1
Q08170,Q13243,1
Q07955,Q13243,1
O14979,P09012,0
Q13243,Q96K80,1
Q15397,Q96K80,1
Q05519,Q16587,0
Q01130,Q14493,0
Q16629,Q9BRL6,0
Q15397,Q9BWF3,1
P79522,Q7Z2W4,1
P09651,Q9H361,0
Q9BWF3,Q9BYG3,0
Q07955,Q7Z2W4,1
Q07955,Q9BYG3,1
Q15365,Q6ZN04,0
Q15397,Q96K80,1
O95218,Q15397,0
Q9H361,Q9UPN6,0
O60812,O75152,1
P48200,Q9H9Z2,1
Q460N5,Q9H9Z2,0
P52597,Q5SZQ8,0
Q07955,Q7Z2W4,1
Q15397,Q9BYG3,1
Q9BYG3,Q9Y2T7,1
P08621,P21399,0
P48200,Q86V81,1
Q8N2M8,Q8WVV9,0
Q8N5P1,Q9NXG2,1
P60484,Q86U42,0
P08621,P09012,1
Q07955,Q15397,1
P84103,Q9NWB1,0
Q15397,Q9BYG3,1
Q15365,Q15415,0
P84103,Q15397,1
O14979,O95218,0
O15504,Q6ZN04,0
Q14151,Q9NR90,0
O75494,Q460N5,0
Q07955,Q86U42,0
Q8IX01,Q9Y4F3,0
Q13243,Q15365,0
Q8NDT2,Q9NXG2,0
Q9BRA0,Q9UNW9,0
P79522,Q7Z2W4,1
Q07955,Q8N5P1,1
Q14151,Q96J87,0
Q16587,Q99973,0
Q08170,Q8WXF0,1
Q9H9Z2,Q9NXG2,1
O15042,Q13243,0
Q7Z2W4,Q9H9Z2,1
O95104,Q9NQS3,0
Q8IWZ8,Q8IX01,0
P48200,Q9NQS3,0
Q7Z2W4,Q96K80,1
Q07955,Q7Z2W4,1
O43251,Q12872,0
Q08170,Q96K80,1
Q15365,Q9UPN6,0
Q08170,Q13243,1
Q05519,Q8WXF0,1
Q05519,Q8WXF0,1
P84103,Q8WXF0,1
Q15397,Q9H9Z2,1
Q5SZQ8,Q8N6W0,0
Q13243,Q96K80,1
Q96QC0,Q9H0L4,0
Q07955,Q7Z2W4,1
P08621,P09012,1
Q07955,Q9BYG3,1
Q15397,Q9BWF3,1
P08621,Q9UNW9,0
A6NDE4,Q6ZN04,0
P08621,P09012,1
Q86TM3,Q8WXF0,0
O15047,Q16629,0
P08621,P63162,1
O75494,Q8N2M8,0
Q9BYG3,Q9Y2T7,1
P08621,P63162,1
Q9BZC1,Q9Y2T7,0
O75494,Q9NXG2,0
Q08170,Q9Y2T7,1
P79522,Q07955,0
Q96PK6,Q9NWB1,0
Q9BYG3,Q9UPN6,0
Q16629,Q99973,0
Q460N5,Q7Z2T5,0
O75152,Q14151,1
P08621,P09012,1
Q07955,Q7Z2W4,1
Q7Z2W4,Q96K80,1
Q12872,Q13242,0
P21399,Q14493,0
Q07955,Q7Z2W4,1
Q08170,Q9Y2T7,1
P79522,Q8N5P1,1
Q9BYG3,Q9Y2T7,1
P09012,P63162,1
Q05519,Q08170,1
P84103,Q8WXF0,1
O95104,P09651,0
O60812,O75152,1
Q15415,Q96PK6,0
Q12872,Q15415,0
Q13064,Q8WXA9,0
P84103,Q8WXF0,1
P79522,Q7Z2W4,1
Q8N5P1,Q9H9Z2,1
Q8IX01,Q8WXA9,0
P08621,P09012,1
Q07955,Q15397,1
Q86U06,Q96J87,0
Q7Z2W4,Q9H9Z2,1
Q08170,Q8WXF0,1
P26368,Q9BTD8,0
Q13243,Q96K80,1
O60812,Q15415,0
Q05519,Q8WXF0,1
Q12872,Q9NR90,0
Q08170,Q13243,1
Q7Z2W4,Q96K80,1
Q13243,Q15397,1
Q86U42,Q9Y4F3,0
Q07955,Q9BYG3,1
P79522,Q7Z2W4,1
Q53GL7,Q8N6W0,0
Q7Z2W4,Q9BYG3,1
Q05519,Q13242,1
P08621,Q8WXF0,1
Q7Z2W4,Q9BRL6,0
P08621,P09012,1
Q15415,Q9NWB1,0
Q05519,Q8WXF0,1
Q8N5P1,Q9Y2T7,1
O75152,P84103,1
Q8WVV9,Q9NWB1,0
Q15397,Q7Z2W4,1
Q13243,Q9BYG3,1
O14979,Q86SG3,0
P04406,Q9NQS3,0
Q13243,Q9BYG3,1
P09651,Q9NQS3,0
P08621,Q8WXF0,1
Q13243,Q9H9Z2,1
Q07955,Q9BYG3,1
P84103,Q15397,1
O75152,Q14151,1
Q9BYG3,Q9H9Z2,1
P08621,P09012,1
P52597,Q16600,0
Q8N5P1,Q9Y2T7,1
P04406,Q9BRA0,0
O15042,Q86SG3,0
P41214,Q86V81,0
Q12872,Q7Z2T5,0
P08621,Q8WXF0,1
O75152,P84103,1
Q13243,Q96K80,1
Q7Z2W4,Q9H9Z2,1
P84103,Q13117,0
Q8N5P1,Q9NXG2,1
Q07955,Q9NQZ3,0
Q96J87,Q96QC0,0
O95758,Q9BWF3,0
Q08170,Q13243,1
Q07955,Q15397,1
Q7Z2W4,Q9BYG3,1
O75152,P84103,1
Q8N6W0,Q9BRL6,0
Q7Z2W4,Q9BYG3,1
Q13117,Q13243,0
Q7Z2W4,Q9UPT8,0
Q08170,Q13243,1
Q15397,Q9BWF3,1
Q6ZN04,Q8WVV9,0
P10155,Q13243,0
Q13243,Q9H9Z2,1
Q07955,Q5SZQ8,0
Q13243,Q9H9Z2,1
O95218,P26368,0
Q8N2M8,Q8WXF0,0
P09651,Q16587,0
O95104,Q99973,0
Q8N6W0,Q8WU68,0
Q07955,Q15397,1
P08621,P63162,1
P57052,Q15397,0
Q7Z2W4,Q9H9Z2,1
Q08170,Q9Y2T7,1
O43251,Q14151,0
Q08170,Q9Y2T7,1
Q13243,Q96K80,1
Q08170,Q9Y2T7,1
P08621,P63162,1
Q13243,Q9H9Z2,1
P09012,P63162,1
P04406,Q86V81,0
P08621,Q9H0L4,0
Q08170,Q96K80,1
Q05519,Q13242,1
O15541,Q8N6W0,0
Q8N5P1,Q9NXG2,1
Q7Z2W4,Q96K80,1
P08621,P09012,1
P60484,Q86TM3,0
Q7Z2W4,Q9H9Z2,1
Q15397,Q96K80,1
Q460N5,Q86U06,0
O75494,Q92945,0
Q07955,Q7Z2W4,1
Q9H0L4,Q9NXG2,0
P84103,Q15397,1
Q08170,Q96K80,1
Q7Z2W4,Q9BYG3,1
O75152,P84103,1
O75152,P84103,1
Q8WXF0,Q9GZT3,0
Q7Z2W4,Q9BYG3,1
Q15397,Q9H9Z2,1
Q8IX01,Q8NDT2,0
Q05519,Q13242,1
Q8N5P1,Q9H9Z2,1
Q13243,Q9H9Z2,1
Q8IWZ8,Q9NWB1,0
Q92945,Q9UPN6,0
P08621,P09012,1
Q13243,Q8IX01,0
O95104,Q01130,0
O15042,Q86V81,0
Q13243,Q9BYG3,1
O15504,Q9NR90,0
Q9H9Z2,Q9NXG2,1
Q9BX46,Q9Y4F3,0
O75152,P84103,1
Q7Z2W4,Q9BYG3,1
P47974,Q9H0L4,0
Q15397,Q9BYG3,1
Q05519,Q8WXF0,1
O14979,Q9UPT8,0
Q13243,Q9H9Z2,1
O95758,P63162,0
Q9BYG3,Q9H9Z2,1
P84103,Q08170,1
P10155,Q99973,0
P26368,Q08170,0
P0DJD3,Q13247,0
P84103,Q08170,1
Q96K80,Q9BYG3,1
Q15415,Q9UPN6,0
Q15397,Q9H0J9,0
Q15397,Q92945,0
Q15397,Q9H9Z2,1
O60812,O75152,1
P26368,Q8N6W0,0
Q07955,Q9BYG3,1
Q9BYG3,Q9H9Z2,1
Q7Z2W4,Q96K80,1
Q14151,Q9BRA0,0
Q96J87,Q9Y4F3,0
P09651,Q86V81,0
Q5SZQ8,Q9NQS3,0
P48200,Q86V81,1
O75494,Q8WU68,0
Q13243,Q7Z2W4,1
Q05519,Q8N6W0,0
Q86TM3,Q9H361,0
P08621,P09012,1
P52597,P55795,0
P26651,Q8N2M8,0
O15042,Q9UNW9,0
P08621,P09012,1
Q86U42,Q96PK6,0
P47974,Q9UPS6,0
P26651,Q9Y4F3,0
P48200,Q9BRA0,0
O75152,P84103,1
Q86V81,Q9BRL6,0
P48200,Q86V81,1
O60812,Q8WXA9,0
O95218,Q9H9Z2,0
Q07955,Q9BYG3,1
Q8N5P1,Q9H9Z2,1
Q13243,Q15397,1
Q07955,Q13243,1
Q8N2M8,Q9GZT3,0
Q15397,Q96K80,1
Q96K80,Q9BYG3,1
O75494,Q9BRA0,0
Q13243,Q9BYG3,1
Q96K80,Q9BYG3,1
P0DJD3,Q9NQZ3,0
O95218,P52597,0
P48200,Q9H9Z2,1
Q86V81,Q9UNW9,0
P60484,Q13242,0
Q08170,Q96K80,1
P09012,P63162,1
P47974,Q96QC0,0
Q8IX01,Q8N5P1,0
Q14151,Q96PK6,0
Q9NWB1,Q9UPN6,0
Q08170,Q8WXF0,1
Q4VXU2,Q96K80,0
Q15397,Q9BWF3,1
Q53GL7,Q99973,0
Q7Z2T5,Q8NDT2,0
Q15397,Q86U06,0
P84103,Q8WXF0,1
Q15415,Q16600,0
Q6ZN04,Q8WXF0,0
Q13243,Q9BYG3,1
P09012,Q08170,0
Q8N5P1,Q9Y2T7,1
P0DJD3,P84103,0
P0DJD3,Q13064,0
O95758,Q9UPT8,0
Q08170,Q8WXF0,1
P84103,Q8WXF0,1
P09012,P26368,0
P26651,Q15415,0
O75152,P84103,1
P79522,Q7Z2W4,1
Q08170,Q9Y2T7,1
P08621,P09651,0
O60812,O75152,1
Q8N5P1,Q9H9Z2,1
Q8N5P1,Q9NXG2,1
Q8N6W0,Q92945,0
P26368,Q15415,0
Q15397,Q7Z2W4,1
Q7Z2W4,Q9BYG3,1
Q8N5P1,Q9NXG2,1
Q05519,Q8WXF0,1
Q15397,Q9BYG3,1
O60812,O95218,0
O95104,Q6ZN04,0
P84103,Q15397,1
Q86V81,Q96PK6,0
P10155,P84103,1
Q13243,Q9H9Z2,1
O15504,P98179,0
O75152,Q14151,1
Q9H0L4,Q9Y2T7,0
Q7Z2W4,Q8WU68,0
O60812,Q96QC0,0
P0DJD3,P60484,0
O75152,P84103,1
Q13243,Q96K80,1
P21399,Q8N5P1,0
Q9H9Z2,Q9NXG2,1
Q07955,Q7Z2W4,1
Q7Z2W4,Q96K80,1
O60812,O75152,1
Q15397,Q7Z2W4,1
P48200,Q86V81,1
Q13243,Q96K80,1
P48200,Q86SG3,0
Q05519,Q13242,1
O15042,Q15415,0
Q8N5P1,Q9H9Z2,1
Q16587,Q9H9Z2,0
Q14493,Q460N5,0
P10155,Q05519,0
O75152,P09651,0
P79522,Q7Z2W4,1
Q8N5P1,Q9H9Z2,1
Q16587,Q8N2M8,0
O95218,Q4VXU2,0
Q07955,Q8N5P1,1
O15504,Q92879,0
Q8WXF0,Q9H9Z2,1
Q9BRA0,Q9UPN6,0
O95758,Q969L4,0
P48200,Q9H9Z2,1
Q8N5P1,Q9H9Z2,1
Q01130,Q15415,0
Q9BRA0,Q9H361,0
P48200,Q9H9Z2,1
Q07955,Q13243,1
Q13243,Q9BYG3,1
O75494,O95218,0
P08621,Q8WXF0,1
P08621,Q13117,0
P09012,Q9GZT3,0
Q8N5P1,Q9NXG2,1
Q07955,Q7Z2W4,1
Q8N5P1,Q9Y2T7,1
Q9BYG3,Q9H9Z2,1
Q12872,Q15365,0
Q08170,Q9Y2T7,1
O15042,Q99973,0
P57052,Q460N5,0
O15042,O75152,0
Q8N5P1,Q9Y2T7,1
Q07955,Q15397,1
Q7Z2W4,Q9BYG3,1
Q13243,Q15397,1
Q08170,Q9Y2T7,1
Q01130,Q96J87,0
Q07955,Q13243,1
Q07955,Q15397,1
P48200,Q86V81,1
Q8N2M8,Q9NXG2,0
P48200,Q86V81,1
P79522,Q8N5P1,1
P84103,Q08170,1
Q07955,Q8N5P1,1
Q7Z2W4,Q96K80,1
Q96K80,Q9BYG3,1
Q8WXF0,Q9H9Z2,1
A6NDE4,P04406,0
P41214,Q14493,0
P48200,P63162,0
P48200,Q9H9Z2,1
Q08170,Q53GL7,0
Q07955,Q13243,1
P48200,Q9H9Z2,1
Q08170,Q13243,1
O60812,O75152,1
O95104,P63162,0
Q86V81,Q8IX01,0
Q7Z2W4,Q9H9Z2,1
Q15397,Q9BRL6,0
Q13243,Q15397,1
O95319,Q96J87,0
O15047,P41214,0
O95319,P48200,0
Q13243,Q9H9Z2,1
P84103,Q07955,0
Q8WXF0,Q9H9Z2,1
P04406,Q86TM3,0
A6NDE4,O95319,0
P48200,Q8N6W0,0
Q13243,Q99973,0
Q01130,Q13117,0
Q07955,Q9BRA0,0
Q13243,Q7Z2W4,1
Q15397,Q9H9Z2,1
P08621,Q8WXF0,1
Q16587,Q86TM3,0
Q15365,Q8NDT2,0
P84103,Q08170,1
Q96K80,Q9BYG3,1
P08621,Q8NDT2,0
P98179,Q13064,0
Q86U06,Q8IX01,0
Q13243,Q96K80,1
Q7Z2W4,Q9BYG3,1
P48200,Q96J87,0
P79522,Q8N5P1,1
P48200,Q9H9Z2,1
P84103,Q8WXF0,1
Q13243,Q15397,1
P60484,Q9BYG3,0
Q07955,Q15397,1
Q13243,Q7Z2W4,1
O15047,Q13117,0
O75152,Q9H0J9,0
Q15397,Q9BWF3,1
Q05519,Q8NDT2,0
O95218,Q9BWF3,0
Q9UPN6,Q9Y4F3,0
P84103,Q08170,1
Q07955,Q08170,0
Q4VXU2,Q86V81,0
P04406,P09012,0
Q9BYG3,Q9Y2T7,1
Q96K80,Q9BYG3,1
O14979,Q07955,0
Q15397,Q96K80,1
Q15397,Q96K80,1
Q07955,Q13243,1
Q8WXF0,Q96QC0,0
Q08170,Q96K80,1
Q07955,Q8N5P1,1
O75152,P84103,1
P84103,Q15397,1
Q16629,Q53GL7,0
Q08170,Q8WXF0,1
Q07955,Q8N5P1,1
O15504,Q9BTD8,0
Q86SG3,Q86V81,0
Q8WXF0,Q9H9Z2,1
Q9H9Z2,Q9NWB1,0
O95319,Q9UPN6,0
P04406,P09651,0
Q8WXF0,Q9H9Z2,1
Q07955,Q8N5P1,1
Q07955,Q7Z2W4,1
Q07955,Q7Z2W4,1
O15504,P57052,0
P21399,Q4VXU2,0
Q07955,Q92879,0
O15541,O95758,0
P04406,Q92945,0
Q08170,Q13243,1
Q05519,Q8WXF0,1
P47974,Q13117,0
Q8N5P1,Q9H9Z2,1
Q969L4,Q9BYG3,0
P84103,Q08170,1
Q05519,Q08170,1
P09651,Q15415,0
Q14151,Q92879,0
Q86V81,Q9NXG2,0
Q07955,Q13243,1
O75152,Q14151,1
P48200,Q9NWB1,0
P79522,Q8N5P1,1
Q9BRA0,Q9NQZ3,0
Q13243,Q9BYG3,1
Q15397,Q9BWF3,1
Q9BYG3,Q9Y2T7,1
Q7Z2W4,Q9H9Z2,1
Q8N5P1,Q9NXG2,1
Q13247,Q9NWB1,0
O15042,P79522,0
Q15397,Q9BWF3,1
P10155,P84103,1
P08621,P63162,1
Q15397,Q9BWF3,1
P48200,Q86V81,1
Q15397,Q9BYG3,1
Q05519,Q8WXF0,1
A6NDE4,Q8NDT2,0
P48200,Q9H9Z2,1
Q13243,Q9BYG3,1
Q7Z2T5,Q8WVV9,0
Q7Z2W4,Q9BYG3,1
Q13243,Q15397,1
Q08170,Q8WXF0,1
P79522,Q8N5P1,1
P60484,Q96QC0,0
Q15397,Q9BYG3,1
Q13243,Q9BYG3,1
O95319,Q9NQS3,0
Q08170,Q9Y2T7,1
O75494,P60484,0
P84103,Q8WXF0,1
Q9BZC1,Q9H9Z2,0
A6NDE4,Q8IWZ8,0
Q13243,Q9H9Z2,1
Q05519,Q8WXF0,1
O75152,P84103,1
Q07955,Q7Z2W4,1
P52597,Q8IWZ8,0
Q9BYG3,Q9Y2T7,1
Q15365,Q969L4,0
P04406,P98179,0
Q8N6W0,Q9UPT8,0
Q13243,Q9H9Z2,1
O75494,Q4VXU2,0
Q13243,Q96K80,1
Q5SZQ8,Q9BX46,0
Q86U06,Q9UPN6,0
Q08170,Q9BYG3,0
Q12872,Q96QC0,0
Q13243,Q7Z2W4,1
P09012,P63162,1
P21399,Q86TM3,0
P08621,P63162,1
P41214,Q05519,0
Q13243,Q15397,1
Q8N5P1,Q8WXF0,0
Q86U06,Q96K80,0
P04406,Q92879,0
Q08170,Q96K80,1
Q9BRL6,Q9BWF3,0
Q08170,Q9NXG2,0
Q9BRL6,Q9Y4F3,0
Q8N5P1,Q9NXG2,1
P63162,Q9H361,0
Q16587,Q92879,0
Q13243,Q9H9Z2,1
P09651,Q07955,0
Q9NQZ3,Q9UPS6,0
Q13117,Q9BZC1,0
P79522,Q7Z2W4,1
Q01130,Q16629,0
Q8N5P1,Q9NXG2,1
Q9BTD8,Q9H0J9,0
Q96K80,Q96QC0,0
Q13242,Q9NQS3,0
Q15397,Q9BWF3,1
O43251,Q9Y4F3,0
Q8N5P1,Q9H9Z2,1
Q5SZQ8,Q9BTD8,0
O75494,P52597,0
P08621,P09012,1
Q07955,Q7Z2W4,1
P48200,Q9BTD8,0
Q13243,Q9H9Z2,1
Q9BRA0,Q9H0J9,0
P08621,Q8WXF0,1
Q07955,Q7Z2W4,1
Q05519,Q8WXF0,1
Q13243,Q15397,1
P09012,P63162,1
Q08170,Q9Y2T7,1
Q13117,Q7Z2T5,0
O60812,Q9H361,0
A6NDE4,O14979,0
Q05519,Q8WXF0,1
P08621,Q05519,0
P52597,Q9BX46,0
Q9UNW9,Q9Y4F3,0
Q7Z2W4,Q9H9Z2,1
Q08170,Q96K80,1
Q13243,Q96K80,1
Q07955,Q9BYG3,1
O95104,Q4VXU2,0
Q15365,Q96K80,0
Q05519,Q8WXF0,1
Q8N5P1,Q9H9Z2,1
Q15397,Q7Z2W4,1
Q15397,Q96K80,1
Q15397,Q9H9Z2,1
Q8WXF0,Q9BYG3,0
Q8WXA9,Q9H0L4,0
O75152,Q96PK6,0
Q9BRA0,Q9NWB1,0
Q13243,Q7Z2W4,1
Q13243,Q96K80,1
Q86V81,Q8WXA9,0
Q8WXF0,Q9H9Z2,1
O95104,Q86U42,0
O75152,Q14151,1
Q7Z2W4,Q96K80,1
Q08170,Q13243,1
Q8N5P1,Q9NXG2,1
Q9GZT3,Q9NXG2,0
Q07955,Q8N5P1,1
Q15397,Q96K80,1
P41214,Q9NXG2,0
O75494,P48200,0
Q07955,Q9BYG3,1
O60812,Q96K80,1
O75152,P10155,0
Q07955,Q9BYG3,1
P48200,Q9H9Z2,1
A6NDE4,Q9H0J9,0
P08621,P63162,1
P84103,Q8WXF0,1
Q07955,Q7Z2W4,1
Q7Z2W4,Q96K80,1
Q16629,Q8NDT2,0
P10155,P84103,1
P09012,P63162,1
Q4VXU2,Q7Z2W4,0
Q8WXF0,Q9UPS6,0
P84103,Q08170,1
